     1     1     1     0      13.463153    F    F
     2     1     1     0      13.761115    F    F
     3     1     1     0      14.006121    F    F
     4     1     1     0      14.228374    F    F
     5     1     1     0      14.591129    F    F
     6     1     1     0      14.924557    F    F
     7     1     1     0      15.274648    F    F
     8     1     1     0      15.649086    F    F
     9     1     1     0      15.948455    F    F
    10     1     1     0      16.277885    F    F
    11     1     1     0      16.507559    F    F
    12     1     1     0      16.762085    F    F
    13     1     1     0      17.029850    F    F
    14     1     1     0      17.419759    F    F
    15     1     1     0      17.715801    F    F
    16     1     1     0      18.024462    F    F
    17     1     1     0      18.352586    F    F
    18     1     1     0      18.648757    F    F
    19     1     1     0      19.034149    F    F
    20     1     1     0      19.308880    F    F
    21     1     1     0      19.472915    F    F
    22     1     1     0      19.698182    F    F
    23     1     1     0      19.924855    F    F
    24     1     1     0      20.281392    F    F
    25     1     1     0      20.468510    F    F
    26     2     1     0      13.989648    F    F
    27     2     1     0      14.133538    F    F
    28     2     1     0      14.273855    F    F
    29     2     1     0      14.406150    F    F
    30     2     1     0      14.618693    F    F
    31     2     1     0      14.790435    F    F
    32     2     1     0      14.999778    F    F
    33     2     1     0      15.186236    F    F
    34     2     1     0      15.404581    F    F
    35     2     1     0      15.624043    F    F
    36     2     1     0      15.869031    F    F
    37     2     1     0      16.120913    F    F
    38     2     1     0      16.399046    F    F
    39     2     1     0      16.666549    F    F
    40     2     1     0      16.873852    F    F
    41     2     1     0      17.094885    F    F
    42     2     1     0      17.301412    F    F
    43     2     1     0      17.498914    F    F
    44     2     1     0      17.703289    F    F
    45     2     1     0      17.933945    F    F
    46     2     1     0      18.184151    F    F
    47     2     1     0      18.284111    F    F
    48     2     1     0      18.490250    F    F
    49     2     1     0      18.625610    F    F
    50     2     1     0      18.772521    F    F
    51     2     1     0      18.949558    F    F
    52     2     1     0      19.168093    F    F
    53     2     1     0      19.295954    F    F
    54     2     1     0      14.330659    F    F
    55     2     1     0      14.607180    F    F
    56     2     1     0      14.771266    F    F
    57     2     1     0      14.962531    F    F
    58     2     1     0      15.148874    F    F
    59     2     1     0      15.353081    F    F
    60     2     1     0      15.678148    F    F
    61     2     1     0      15.875623    F    F
    62     2     1     0      16.027885    F    F
    63     2     1     0      16.395253    F    F
    64     2     1     0      16.567903    F    F
    65     2     1     0      16.734578    F    F
    66     2     1     0      17.030130    F    F
    67     2     1     0      17.243232    F    F
    68     2     1     0      17.418810    F    F
    69     2     1     0      17.639220    F    F
    70     2     1     0      11.374324    F    F
    71     2     1     0      11.663432    F    F
    72     2     1     0      11.911413    F    F
    73     2     1     0      12.169886    F    F
    74     2     1     0      12.444308    F    F
    75     2     1     0      12.483719    F    F
    76     2     1     0      12.801515    F    F
