        9692
           1           1           1           0   14.26247      0.1153679    
           2           1           1           0   14.60368      0.1263029    
           3           1           1           0   14.87651      0.1137715    
           4           1           1           0   15.07863      0.1334630    
           5           1           1           0   15.40605      0.1525892    
           6           1           1           0   15.65695      0.1504169    
           7           1           1           0   15.94718      0.1290870    
           8           1           1           0   16.31054      0.1186629    
           9           1           1           0   16.58695      0.1003691    
          10           1           1           0   16.91833      0.1168208    
          11           1           1           0   17.25103      0.1266075    
          12           1           1           0   17.46241      0.1354327    
          13           1           1           0   17.63971      0.1243465    
          14           1           1           0   17.87425      0.1361059    
          15           1           1           0   18.13501      0.1634347    
          16           1           1           0   18.40168      0.1472033    
          17           1           1           0   18.73411      0.1890345    
          18           1           1           0   19.00501      0.1562369    
          19           1           1           0   19.24875      0.1192902    
          20           1           1           0   19.47400      0.1114165    
          21           1           1           0   19.67805      0.1251972    
          22           1           1           0   19.89011      0.1066793    
          23           1           1           0   20.08805      0.1117515    
          24           1           1           0   20.23574      0.1188065    
          25           1           1           0   20.38494      0.1372065    
          26           2           1           0   13.59125      0.1470645    
          27           2           1           0   13.69554      0.1268990    
          28           2           1           0   13.81147      0.1341689    
          29           2           1           0   13.93342      0.1308301    
          30           2           1           0   14.11005      0.1371831    
          31           2           1           0   14.30769      0.1239736    
          32           2           1           0   14.58324      0.1177260    
          33           2           1           0   14.82542      0.1445205    
          34           2           1           0   15.01694      0.1384220    
          35           2           1           0   15.23450      0.1435753    
          36           2           1           0   15.45209      0.1205785    
          37           2           1           0   15.60660      0.1454354    
          38           2           1           0   15.90939      0.1417678    
          39           2           1           0   16.15881      0.1343870    
          40           2           1           0   16.36580      0.1401878    
          41           2           1           0   16.57429      0.1330366    
          42           2           1           0   16.80837      0.1342839    
          43           2           1           0   17.00128      0.1113873    
          44           2           1           0   17.24182      0.1418255    
          45           2           1           0   17.54889      0.1349771    
          46           2           1           0   17.77009      0.1107575    
          47           2           1           0   18.06143      0.1173991    
          48           2           1           0   18.30087      0.1159491    
          49           2           1           0   18.47396      0.1123585    
          50           2           1           0   18.67589      0.1252355    
          51           2           1           0   18.92272      0.1059463    
          52           2           1           0   19.12198      0.1072080    
          53           2           1           0   19.26016      0.1087395    
          54           2           1           0   13.97052      0.1887065    
          55           2           1           0   14.21255      0.1922044    
          56           2           1           0   14.41819      0.1787394    
          57           2           1           0   14.73949      0.1459210    
          58           2           1           0   14.93401      0.1418630    
          59           2           1           0   15.22357      0.1470175    
          60           2           1           0   15.52244      0.1474770    
          61           2           1           0   15.80053      0.1496181    
          62           2           1           0   16.06517      0.1168324    
          63           2           1           0   16.28903      0.1401709    
          64           2           1           0   16.49381      0.1303445    
          65           2           1           0   16.71054      0.1351115    
          66           2           1           0   16.93523      0.1231329    
          67           2           1           0   17.18351      9.3760997E-02
          68           2           1           0   17.35370      0.1144912    
          69           2           1           0   17.59842      0.1349245    
          70           2           2           0   11.49231      9.6997127E-02
          71           2           2           0   11.78638      9.2067622E-02
          72           2           2           0   12.13256      0.1156435    
          73           2           2           0   12.45897      0.1193322    
          74           2           2           0   12.76981      0.1126031    
          75           2           2           0   13.03688      0.1003566    
          76           2           2           0   13.28619      0.1173704    
          77           2           2           0   13.53796      0.1124758    
          78           2           2           0   13.81690      0.1014756    
          79           2           2           0   14.00005      8.7909251E-02
          80           2           2           0   14.15044      0.1052875    
          81           2           2           0   14.36181      0.1141850    
          82           2           2           0   14.52568      0.1052870    
          83           2           2           0   14.70284      0.1011784    
          84           2           2           0   14.96223      9.0321504E-02
          85           2           2           0   15.23402      0.1005054    
          86           2           2           0   15.44560      8.9339003E-02
          87           2           2           0   15.72125      0.1049462    
          88           2           2           0   15.97157      0.1187033    
          89           2           2           0   16.21164      0.1201165    
          90           2           2           0   16.39242      0.1212550    
          91           2           2           0   16.66151      0.1028998    
          92           2           2           0   16.88840      0.1136744    
          93           2           2           0   17.11739      9.5038250E-02
          94           2           2           0   17.33543      8.9932874E-02
          95           2           2           0   17.50298      9.5662750E-02
          96           2           2           0   17.65942      9.1564000E-02
          97           3           1           0   14.56433      0.1434661    
          98           3           1           0   14.79591      0.1371609    
          99           3           1           0   14.96485      0.1443635    
         100           3           1           0   15.20728      0.1340555    
         101           3           1           0   15.42796      0.1217168    
         102           3           1           0   15.67729      0.1114305    
         103           3           1           0   15.86053      0.1042931    
         104           3           1           0   16.05617      0.1197515    
         105           3           1           0   16.33279      0.1106135    
         106           3           1           0   16.52381      0.1122139    
         107           3           1           0   16.72210      0.1035091    
         108           3           1           0   16.95463      0.1132568    
         109           3           1           0   17.20786      0.1131930    
         110           3           1           0   17.52074      0.1173340    
         111           3           1           0   17.82992      0.1021065    
         112           3           1           0   18.11567      0.1186665    
         113           3           1           0   18.29925      0.1077558    
         114           3           1           0   18.59845      0.1078727    
         115           3           1           0   18.83329      0.1055458    
         116           3           1           0   19.06335      9.6930750E-02
         117           3           1           0   19.30652      9.6931249E-02
         118           3           1           0   19.53875      0.1047710    
         119           3           1           0   19.78479      0.1176560    
         120           3           1           0   20.03084      0.1206680    
         121           3           1           0   20.30543      0.1206203    
         122           3           1           0   20.50237      0.1177605    
         123           3           1           0   20.68131      0.1004028    
         124           3           1           0   20.92263      0.1063195    
         125           3           1           0   21.07777      9.9187501E-02
         126           3           1           0   21.26692      0.1004095    
         127           3           1           0   21.44945      9.8955497E-02
         128           3           1           0   21.63297      0.1004983    
         129           3           1           0   21.80332      9.9228501E-02
         130           3           1           0   22.01996      0.1372755    
         131           3           1           0   22.27175      0.1206603    
         132           3           1           0   22.51133      0.1272195    
         133           3           1           0   22.76670      0.1312555    
         134           3           1           0   22.99783      0.1386503    
         135           3           1           0   23.23436      0.1219592    
         136           3           1           0   23.46146      0.1235598    
         137           3           1           0   23.65320      0.1076837    
         138           3           1           0   23.91700      0.1157072    
         139           3           1           0   24.19032      0.1128375    
         140           3           1           0   24.40442      0.1346075    
         141           3           1           0   24.61293      0.1096063    
         142           3           1           0   24.80882      9.9797249E-02
         143           3           1           0   24.97659      0.1185998    
         144           3           1           0   25.28243      0.1343985    
         145           3           1           0   25.54806      0.1115325    
         146           3           1           0   25.80618      0.1288085    
         147           3           1           0   26.01927      0.1271165    
         148           3           1           0   26.25741      0.1261085    
         149           3           1           0   26.52269      0.1199560    
         150           3           1           0   26.76837      0.1091548    
         151           3           1           0   27.02218      0.1087833    
         152           3           1           0   27.19948      0.1158373    
         153           3           1           0   27.39645      0.1075988    
         154           3           1           0   27.63041      9.8182254E-02
         155           3           1           0   27.84509      9.6551500E-02
         156           3           2           0   21.55390      0.1024328    
         157           3           2           0   21.86027      0.1083025    
         158           3           2           0   22.08918      0.1116337    
         159           3           2           0   22.36068      0.1009600    
         160           3           2           0   22.61577      0.1333282    
         161           3           2           0   22.90180      0.1382958    
         162           3           2           0   23.13713      0.1191998    
         163           3           2           0   23.33268      0.1341875    
         164           3           2           0   23.55530      0.1209665    
         165           3           2           0   23.76850      0.1195625    
         166           3           2           0   23.97251      0.1298505    
         167           3           2           0   24.17504      0.1210290    
         168           3           2           0   24.26993      0.1090147    
         169           3           2           0   24.52051      0.1172305    
         170           3           2           0   24.77717      0.1062547    
         171           3           2           0   25.02139      0.1077755    
         172           3           2           0   25.32042      9.6835501E-02
         173           3           2           0   25.58997      0.1158810    
         174           3           2           0   25.88893      0.1092317    
         175           3           2           0   26.12045      0.1049840    
         176           3           2           0   26.31382      0.1034895    
         177           3           2           0   26.50492      0.1141507    
         178           3           2           0   26.69530      0.1128768    
         179           3           2           0   26.94484      0.1265408    
         180           3           2           0   27.16112      0.1229898    
         181           3           2           0   27.33290      0.1141575    
         182           3           2           0   27.53982      0.1226908    
         183           3           2           0   27.70284      0.1411875    
         184           3           2           0   27.88180      0.1356428    
         185           3           2           0   28.03939      0.1511578    
         186           3           1           0   12.81694      0.1616365    
         187           3           1           0   12.92933      0.1492600    
         188           3           1           0   13.13503      0.1646859    
         189           3           1           0   13.29311      0.1522392    
         190           3           1           0   13.51343      0.1600108    
         191           3           1           0   13.62700      0.1789124    
         192           3           1           0   13.87732      0.1708428    
         193           3           1           0   14.04623      0.1573089    
         194           3           1           0   14.31555      0.1769704    
         195           3           1           0   14.55595      0.1472142    
         196           3           1           0   14.75348      0.1608858    
         197           3           1           0   14.90036      0.1487656    
         198           3           1           0   15.13710      0.1654778    
         199           3           1           0   15.39925      0.1590295    
         200           3           1           0   15.62821      0.1929876    
         201           3           1           0   15.81904      0.1461870    
         202           3           1           0   16.11268      0.1797900    
         203           3           1           0   16.25635      0.1563290    
         204           3           1           0   16.41623      0.1630653    
         205           3           1           0   16.69947      0.1495270    
         206           3           1           0   14.61888      0.2078415    
         207           3           1           0   14.45116      0.1975642    
         208           3           1           0   14.30177      0.2188394    
         209           3           1           0   14.12042      0.2398462    
         210           3           1           0   13.96507      0.2093334    
